Alter;Reisetaetigkeit;Abteilung;KmZurArbeit;Ausbildung;PersonalNr;Geschlecht;Verdienst;KostensatzTag;Berufserfahrung;Position;Ehestand;AnzFirmen;ueberstunden;ProzentGehaltserhoehung;StandardHours;AktienOptionen;JahreBerufserfahrung;FortbildungProJahr;WorkLifeBalance;Firmenzugehoerigkeit;DauerLetzteFirmenzugehoerigkeit;Performance;Attrition
38;Selten;Entwicklung;10;3;2015;w;13206;201;3;AbteilungsleiterForschung;verheiratet;3;No;12;80;1;20;3;3;18;16;3;No
32;Selten;Vertrieb;1;4;2016;w;10422;801;3;Vertrieb;verheiratet;1;No;19;80;2;14;3;3;14;10;3;No
37;Selten;Entwicklung;10;3;2017;w;13744;161;3;AbteilungsleiterForschung;verheiratet;1;Yes;25;80;1;16;2;3;16;11;4;No
25;Selten;Vertrieb;8;2;2018;w;4907;1382;2;Vertrieb;geschieden;0;Yes;22;80;1;6;3;2;5;3;4;No
52;Nie;Vertrieb;29;4;2019;m;3482;585;1;Vertriebsmitarbeiter;geschieden;2;No;15;80;2;16;3;2;9;8;3;No
44;Selten;Entwicklung;1;3;2020;m;2436;1037;1;Wissenschaftler;ledig;6;Yes;12;80;0;6;2;3;4;3;3;No
21;Selten;Vertrieb;5;1;2021;m;2380;501;1;Vertriebsmitarbeiter;ledig;1;Yes;11;80;0;2;6;3;2;2;3;No
39;Nie;Entwicklung;9;3;2022;m;19431;105;5;Manager;ledig;2;No;13;80;0;21;3;2;6;0;3;No
23;Haeufig;Vertrieb;9;3;2023;m;1790;638;1;Vertriebsmitarbeiter;verheiratet;1;No;19;80;1;1;3;2;1;0;3;Yes
36;Selten;Vertrieb;3;3;2024;w;7644;557;3;Vertrieb;verheiratet;0;No;19;80;2;10;2;3;9;7;3;No
36;Haeufig;Entwicklung;4;2;2025;w;5131;688;2;Abteilungsleiter;geschieden;7;No;13;80;3;18;3;3;4;2;3;No
56;Nie;Entwicklung;1;4;2026;m;6306;667;2;Produktmanager;geschieden;1;No;21;80;1;13;2;2;13;12;4;No
29;Selten;Entwicklung;1;4;2027;m;4787;1092;1;Wissenschaftler;verheiratet;9;Yes;14;80;3;4;3;4;2;2;3;Yes
42;Selten;Entwicklung;2;3;2031;m;18880;300;5;Manager;verheiratet;5;No;11;80;0;24;2;2;22;6;3;No
56;Selten;Entwicklung;7;2;2032;m;2339;310;1;Labortechniker;verheiratet;8;No;11;80;1;14;4;1;10;9;3;Yes
41;Selten;Entwicklung;28;4;2034;w;13570;582;4;Abteilungsleiter;verheiratet;0;No;23;80;1;21;3;3;20;7;4;No
34;Selten;Vertrieb;28;3;2035;w;6712;704;2;Vertrieb;verheiratet;1;No;21;80;2;8;2;3;8;7;4;No
36;Nie;Vertrieb;15;4;2036;m;5406;301;2;Vertrieb;geschieden;1;No;24;80;1;15;4;2;15;12;4;No
41;Selten;Vertrieb;3;3;2037;m;8938;930;2;Vertrieb;geschieden;2;No;11;80;1;14;5;3;5;4;3;No
32;Selten;Entwicklung;2;3;2038;m;2439;529;1;Wissenschaftler;ledig;1;No;14;80;0;4;4;3;4;2;3;No
35;Selten;Personal;26;4;2040;w;8837;1146;3;Personal;ledig;1;Yes;16;80;0;9;2;3;9;0;3;No
38;Selten;Vertrieb;10;2;2041;w;5343;345;2;Vertrieb;verheiratet;1;No;11;80;1;10;1;3;10;7;3;No
50;Haeufig;Vertrieb;1;4;2044;m;6728;878;2;Vertrieb;geschieden;7;No;12;80;2;12;3;3;6;3;3;Yes
36;Selten;Vertrieb;11;4;2045;w;6652;1120;2;Vertrieb;verheiratet;4;No;13;80;1;8;2;2;6;3;3;No
45;Selten;Vertrieb;20;3;2046;w;4850;374;2;Vertrieb;ledig;8;No;15;80;0;8;3;3;5;3;3;No
40;Selten;Entwicklung;2;4;2048;m;2809;1322;1;Wissenschaftler;ledig;2;No;14;80;0;8;2;3;2;2;3;No
35;Haeufig;Entwicklung;18;4;2049;m;5689;1199;2;Produktmanager;verheiratet;1;Yes;14;80;2;10;2;4;10;2;3;No
40;Selten;Entwicklung;2;4;2051;w;2001;1194;1;Wissenschaftler;verheiratet;2;No;14;80;3;20;2;3;5;3;3;No
35;Selten;Entwicklung;1;4;2052;w;2977;287;1;Wissenschaftler;verheiratet;1;No;12;80;1;4;5;3;4;3;3;No
29;Selten;Entwicklung;13;2;2053;m;4025;1378;2;Labortechniker;verheiratet;4;Yes;13;80;1;10;2;3;4;3;3;No
29;Selten;Entwicklung;28;4;2054;w;3785;468;1;Wissenschaftler;ledig;1;No;14;80;0;5;3;1;5;4;3;No
50;Selten;Vertrieb;28;3;2055;m;10854;410;3;Vertrieb;geschieden;4;Yes;13;80;1;20;3;3;3;2;3;Yes
39;Selten;Vertrieb;24;1;2056;w;12031;722;4;Vertrieb;verheiratet;0;No;11;80;1;21;2;2;20;9;3;No
31;Nie;Entwicklung;5;3;2057;m;9936;325;2;Abteilungsleiter;ledig;0;No;19;80;0;10;2;3;9;4;3;No
26;Selten;Vertrieb;5;3;2060;w;2966;1167;1;Vertriebsmitarbeiter;ledig;0;No;18;80;0;5;2;3;4;2;3;No
36;Haeufig;Entwicklung;23;2;2061;m;2571;884;2;Labortechniker;verheiratet;4;No;17;80;1;17;3;3;5;2;3;No
39;Selten;Entwicklung;6;1;2062;m;9991;613;3;Produktmanager;verheiratet;4;No;15;80;1;9;5;3;7;7;3;No
27;Selten;Entwicklung;4;3;2064;m;6142;155;2;Abteilungsleiter;verheiratet;1;Yes;20;80;1;6;0;3;6;2;4;No
49;Haeufig;Vertrieb;2;3;2065;m;5390;1023;2;Vertrieb;verheiratet;2;No;14;80;0;17;3;2;9;6;3;No
34;Selten;Entwicklung;8;3;2068;m;4404;628;2;Labortechniker;verheiratet;2;No;12;80;0;6;3;4;4;3;3;No
